model,metric,bootstrap_mean,ci95_low,ci95_high
trident_full,auc_pr,0.998388333136798,0.9982786336512564,0.9984771969449545
trident_full,auc_roc,0.9953373716958993,0.9951137123077146,0.9955430897850363
trident_full,f1,0.9743750970062638,0.9735638309611246,0.9751155390116846
trident_full,mcc,0.9038917131338422,0.9006878444139533,0.9063442833569547
