accuracy,balanced_accuracy,precision,recall,f1,auc_roc,auc_pr,mcc,false_alarm_rate,specificity,recall_at_1pct_fpr,brier,ece,model,family,params,input_dim,training_time_sec,inference_time_per_1000_samples_sec
0.9540698992647297,0.9662968846274764,0.9968997628549945,0.9409921271879539,0.9681394852437284,0.9950633162265979,0.9982903263534451,0.8908794584510278,0.00839835793300116,0.9916016420669989,0.9431759862853649,0.031201137105736933,0.02820384077106304,ablation_no_focal,neural,618786,545,168.1452133655548,0.016238312716155553
