accuracy,balanced_accuracy,precision,recall,f1,auc_roc,auc_pr,mcc,false_alarm_rate,specificity,recall_at_1pct_fpr,brier,ece,model,family,params,input_dim,training_time_sec,inference_time_per_1000_samples_sec
0.959633012664788,0.9468223457632498,0.9722628214916778,0.9733350804206112,0.9727986554841949,0.9943849455417513,0.99799306073302,0.8945691224444114,0.07969038889411174,0.9203096111058883,0.9347026129874101,0.030299888463578194,0.037384461228693634,ablation_no_domain,neural,614172,539,176.76208448410034,0.020147725243272338
