accuracy,balanced_accuracy,precision,recall,f1,auc_roc,auc_pr,mcc,false_alarm_rate,specificity,recall_at_1pct_fpr,brier,ece,model,family,params,input_dim,training_time_sec,inference_time_per_1000_samples_sec
0.9529524179703949,0.9445641010825698,0.9743079288186955,0.9619244166366386,0.968076572270025,0.9930899398861527,0.9975332008147015,0.8789462355820362,0.07279621447149885,0.9272037855285011,0.9278889726034876,0.03165814755262887,0.027686394026655098,edge_tiny_deployment,neural,47809,288,161.86720395088196,0.015407714760964161
