accuracy,balanced_accuracy,precision,recall,f1,auc_roc,auc_pr,mcc,false_alarm_rate,specificity,recall_at_1pct_fpr,brier,ece,model,family,params,input_dim,training_time_sec,inference_time_per_1000_samples_sec
0.957001263239724,0.9502443058658522,0.977484807226115,0.9642283879844072,0.970811345646438,0.9932667574672589,0.9976792687414326,0.8895125220353879,0.06373977625270283,0.9362602237472971,0.9270481868509843,0.03293491037175762,0.04371339565208725,ablation_no_text,neural,421922,289,144.45767664909363,0.009001369004933328
