accuracy,balanced_accuracy,precision,recall,f1,auc_roc,auc_pr,mcc,false_alarm_rate,specificity,recall_at_1pct_fpr,brier,ece,model,family,params,input_dim,training_time_sec,inference_time_per_1000_samples_sec
0.9605642470767337,0.9561686318919451,0.981251873147665,0.9652657210556775,0.9731931524192217,0.9944387011126448,0.9980800518966055,0.8990828042600415,0.05292845727178716,0.9470715427282128,0.9356307531038097,0.030250811420337725,0.03531665505911567,ablation_no_drift,neural,618017,544,172.6089792251587,0.01776272279159076
