accuracy,balanced_accuracy,precision,recall,f1,auc_roc,auc_pr,mcc,false_alarm_rate,specificity,recall_at_1pct_fpr,brier,ece,model,family,params,input_dim,training_time_sec,inference_time_per_1000_samples_sec
0.9572037055031904,0.954556249629721,0.9818529024188685,0.9600353785173781,0.97082157822964,0.993971959486662,0.997872852290866,0.8914010220771948,0.050922879257936135,0.9490771207420639,0.929941800155054,0.03196840059144173,0.043048808303994726,ablation_no_keyword,neural,590333,508,159.83290600776672,0.016670165965335694
