accuracy,balanced_accuracy,precision,recall,f1,auc_roc,auc_pr,mcc,false_alarm_rate,specificity,recall_at_1pct_fpr,brier,ece,model,family,params,input_dim,training_time_sec,inference_time_per_1000_samples_sec
0.9608395685550482,0.9585593889009967,0.9835769475198181,0.9632784092770335,0.9733218588640276,0.9950290111747533,0.9982491530937136,0.9004493226182297,0.04615963147503996,0.95384036852496,0.9364497002653389,0.028638440115741105,0.028181020227162214,ablation_no_reconstruction,neural,445697,545,168.13505339622498,0.017148090073786884
