accuracy,balanced_accuracy,precision,recall,f1,auc_roc,auc_pr,mcc,false_alarm_rate,specificity,recall_at_1pct_fpr,brier,ece,model,family,params,input_dim,training_time_sec,inference_time_per_1000_samples_sec
0.9622971528520066,0.959307320093569,0.9833624342449148,0.9654950262609057,0.9743468247583995,0.9953326727068886,0.9983852563837512,0.9038104227210699,0.04688038607376767,0.9531196139262323,0.9425317478516286,0.028544780967789483,0.03573996564755577,trident_full,neural,980898,545,155.0800302028656,0.014240668056518803
