model,epoch,train_loss,val_auc_pr,val_f1,epoch_time_sec
trident_full,1,0.09428747184872627,0.9969065488689527,0.9632518766274091,7.119909286499023
trident_full,2,0.05603219122489293,0.9970291805931598,0.9640192394079171,7.963085889816284
trident_full,3,0.04912467720508575,0.9971984674879677,0.9648364389233954,6.783756494522095
trident_full,4,0.04464678514798482,0.9972908387526342,0.9650283971624937,7.1640729904174805
trident_full,5,0.041438476846615474,0.9968862625713355,0.9646177327598169,6.982881546020508
trident_full,6,0.03855097473065058,0.9974100500044611,0.9663720140858307,7.07988977432251
trident_full,7,0.03656756614049276,0.997417206286485,0.9654174680864037,7.9322545528411865
trident_full,8,0.0350171027948459,0.9974340327041827,0.9668296392872664,8.251333236694336
trident_full,9,0.033639056051770845,0.9974732348203441,0.9668570673159017,8.175783395767212
trident_full,10,0.03249540831844012,0.9975962297993795,0.9679330413325786,8.127470254898071
trident_full,11,0.03160567741394043,0.9976288153646502,0.9669825910215624,7.823242425918579
trident_full,12,0.030451034173369407,0.9977306299574611,0.9686975499781199,8.123130559921265
trident_full,13,0.029763235964377723,0.9978532086186057,0.9716859716859717,8.435951471328735
trident_full,14,0.028877294449011486,0.9979066880316897,0.9720624441385965,8.46894121170044
trident_full,15,0.028269296420613925,0.9980030280269381,0.9726732542165285,8.35514497756958
trident_full,16,0.027608841810623806,0.9978986396768492,0.9695370040796211,6.676060199737549
trident_full,17,0.026942326297362644,0.9980401464084396,0.9727694983159795,7.5136144161224365
trident_full,18,0.026676850422223407,0.998172164892191,0.9740508686222534,7.955063819885254
trident_full,19,0.025638560411334037,0.9983074215633425,0.9739090253978557,7.706482410430908
trident_full,20,0.024929087352752687,0.9983649403936403,0.9745026587253531,6.351464748382568
